G1,G2,Study Time,Chocolates from Gabor,Attendance (%),Sleep Hours,Internet Usage,Final Grade (G3)
14,13,1,3,56,5.205175395924862,4.2423227845011855,12.0
16,15,3,4,64,6.970141522857157,1.3422035462131308,15.0
8,11,2,0,72,6.76842813871888,5.4869865916079315,7.0
14,16,7,0,63,6.337604715954995,1.596905056690984,12.0
12,12,14,3,72,6.578289261275695,2.639214189429091,15.0
14,15,4,2,68,7.119762347720932,5.078726903130605,11.0
16,18,8,4,78,5.645469433553533,3.986561891653559,13.0
6,3,6,1,69,7.287983513134371,2.9681776013872105,4.0
16,17,12,3,78,8.221729317199944,3.367178296875107,14.0
16,18,10,1,73,8.040643719160636,5.272736966010902,10.0
9,10,4,3,67,5.615599618775095,2.7000219302994606,8.0
13,13,5,2,59,5.596997878965896,5.3482484240608565,11.0
8,5,13,2,90,6.072697470979653,1.4406721548834573,4.0
15,15,13,2,57,6.444298905364149,4.883992186043153,15.0
10,13,9,2,75,6.633822325633931,5.237738165273682,12.0
19,16,7,0,78,7.718788867333381,1.9090882641866938,11.0
5,3,10,0,59,5.226721728663342,3.1517326618610024,6.0
13,15,14,4,66,5.1386908169042655,1.827498873318278,13.0
5,2,14,1,51,6.567642251775636,4.533020644971089,8.0
9,12,9,3,55,7.788654768551922,3.6767388403082837,12.0
8,11,7,3,54,5.77374137182593,4.176616733541605,6.0
17,17,12,0,77,7.566017925025006,1.9824348347810559,14.0
16,17,1,3,90,6.039312551761197,2.0587293102620974,11.0
17,14,12,0,54,8.544344435254065,1.2074866275495317,12.0
17,19,8,4,67,8.582759777066466,2.6103376759786485,13.0
18,15,4,1,75,6.1891488171253055,3.798723306668375,14.0
7,6,3,4,69,5.9199750158529625,5.289674569986644,8.0
17,18,14,2,90,6.645215888264925,4.3346372372934034,13.0
10,12,13,2,98,5.962126340720594,3.176981616998757,8.0
6,8,7,2,76,7.689535373166814,5.765600571970689,6.0
7,5,12,4,98,8.304258738193141,4.59622600287916,9.0
9,9,3,3,61,7.692368523644868,5.6508260143127504,8.0
19,17,8,1,56,8.297401788997398,3.6379398663608282,15.0
13,15,6,2,52,6.5879686488298965,2.294521373965698,12.0
6,7,5,2,59,5.625267882835443,1.26413343182361,8.0
14,11,4,2,83,7.951803789590368,4.630424257419253,10.0
12,9,8,1,74,6.4418980205662155,1.6065149900276707,6.0
18,19,8,2,84,7.68508330091653,2.513875641359836,14.0
6,8,12,1,65,6.082575767927063,3.662354539419487,9.0
15,18,1,2,51,5.32491853922669,3.8220829388987383,11.0
17,14,9,4,73,8.970327181951053,4.00291598493568,14.0
9,12,14,4,59,5.624806031722397,1.831276651748503,11.0
11,8,5,1,87,8.953683975853924,2.8986870241082436,6.0
12,9,4,4,71,8.90911973026579,4.085971135584833,9.0
5,5,6,1,75,8.175272415632158,5.849094323168924,5.0
10,10,6,4,92,7.63769184832799,4.638155688498443,8.0
5,4,2,4,88,7.311228201004338,5.613018785469789,5.0
6,4,8,1,76,8.46440618151134,4.811060291570885,4.0
19,20,7,3,78,6.157758086477951,3.958584844462002,16.0
5,6,1,4,96,6.870724849939508,1.9601168456817226,6.0
15,16,5,2,87,7.477559877466008,4.333428259462565,14.0
9,8,12,3,69,6.644761903477964,4.116897829799536,12.0
14,14,6,1,76,6.709945816361072,4.012345852286332,10.0
19,21,4,3,90,6.321138670008338,3.4489293399412038,12.0
13,16,2,0,69,7.256927266738144,3.643283019946378,5.0
10,13,13,0,93,8.402298112060464,2.6722126355905202,7.0
15,17,14,4,68,5.806113512025251,3.596563463211516,11.0
15,14,4,4,69,8.737732155013767,1.9877795283923914,15.0
5,7,1,2,84,7.756350614992918,5.025871986801884,5.0
17,18,7,3,96,8.293092850720122,1.928884773493539,15.0
5,3,2,0,51,7.224762770520046,1.424831449447332,0.0
6,3,13,4,79,8.118066805696253,3.181230131785787,6.0
13,16,2,3,83,5.064801589357868,4.291537197530309,12.0
7,7,9,4,71,8.273521699118142,3.188584124667707,9.0
19,19,5,4,52,5.1605554363414665,2.383770659756543,14.0
5,4,2,0,55,8.55965350545145,3.790855919452204,5.0
9,9,11,0,64,8.967850988954574,2.735011677061,11.0
11,12,9,4,76,6.176269848707111,5.664338450633165,10.0
10,13,9,1,59,5.841274225143175,5.61322569801786,9.0
16,18,1,4,58,8.061453455432163,3.5118590998604775,13.0
5,6,11,4,82,6.0121053636810124,2.639419970091293,13.0
9,8,3,2,81,8.462249532688814,4.685662069783195,3.0
19,20,4,2,97,5.411370368629907,1.1835647174153332,15.0
9,11,14,2,55,5.5038207855174335,3.373845030218256,10.0
10,8,7,1,90,8.916606220402462,2.6816169713516675,9.0
7,6,10,1,85,7.695355593080018,5.602679425512774,5.0
9,7,4,4,51,8.387548897715812,1.0600151363634127,8.0
11,8,2,2,78,6.2973175094060725,3.7640743785917454,9.0
9,7,7,1,53,7.705934998082418,4.7033179053331295,13.0
9,6,6,0,50,7.376967309234389,3.425089937620206,7.0
9,6,3,4,68,7.412600480491788,1.4270151508136082,6.0
14,12,6,3,75,7.730129838150886,5.862306950139511,9.0
14,13,11,4,74,7.301436692516394,3.5900521568804895,11.0
7,9,6,3,59,6.716249477210663,4.070931221595057,4.0
5,6,12,2,64,6.103690777522187,2.1830489135375366,7.0
9,10,5,3,71,8.074325323652808,3.417490425534019,10.0
18,20,4,2,100,5.905089720012745,3.1457474597916093,11.0
13,16,10,0,97,7.769417224617657,1.3744792100099188,14.0
18,21,12,3,70,5.933331290597307,1.5308017677373362,17.0
